sid,place,timestamp,param,value
s5,20012 KA Hamm ,30.03.23 04:05,w,341
s6,"10026 Mengede, A45 ",30.03.23 04:05,w,144
s7,10008 Bottrop-Süd ,30.03.23 04:05,w,123
s8,"10101 Bottrop, Essener Straße ",30.03.23 04:05,w,156
s9,"10119 Gelsenkirchen, Adenauerallee ",30.03.23 04:05,w,82
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",30.03.23 04:05,w,219
s11,10103 Bahnstraße ,30.03.23 04:05,w,224
s12,"10124 Recklinghausen, Am Stadthafen ",30.03.23 04:05,w,91
s2,20004 Dorsten ,30.03.23 04:05,q,72.1
s5,20012 KA Hamm ,30.03.23 04:05,q,35.6
s1,20001 Fusternberg ,30.03.23 04:10,w,327
s2,20004 Dorsten ,30.03.23 04:10,w,583
s3,28085 Haltern ,30.03.23 04:10,w,264
s4,20008 Lünen ,30.03.23 04:10,w,306
s5,20012 KA Hamm ,30.03.23 04:10,w,341
s6,"10026 Mengede, A45 ",30.03.23 04:10,w,144
s7,10008 Bottrop-Süd ,30.03.23 04:10,w,123
s8,"10101 Bottrop, Essener Straße ",30.03.23 04:10,w,156
s9,"10119 Gelsenkirchen, Adenauerallee ",30.03.23 04:10,w,82
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",30.03.23 04:10,w,219
s11,10103 Bahnstraße ,30.03.23 04:10,w,224
s12,"10124 Recklinghausen, Am Stadthafen ",30.03.23 04:10,w,91
s2,20004 Dorsten ,30.03.23 04:10,q,72.1
s5,20012 KA Hamm ,30.03.23 04:10,q,35.2
s1,20001 Fusternberg ,30.03.23 04:15,w,327
s2,20004 Dorsten ,30.03.23 04:15,w,583
s3,28085 Haltern ,30.03.23 04:15,w,264
s4,20008 Lünen ,30.03.23 04:15,w,306
s5,20012 KA Hamm ,30.03.23 04:15,w,341
s6,"10026 Mengede, A45 ",30.03.23 04:15,w,144
s7,10008 Bottrop-Süd ,30.03.23 04:15,w,123
s8,"10101 Bottrop, Essener Straße ",30.03.23 04:15,w,156
s9,"10119 Gelsenkirchen, Adenauerallee ",30.03.23 04:15,w,82
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",30.03.23 04:15,w,219
s11,10103 Bahnstraße ,30.03.23 04:15,w,224
s12,"10124 Recklinghausen, Am Stadthafen ",30.03.23 04:15,w,91
s2,20004 Dorsten ,30.03.23 04:15,q,72.1
s5,20012 KA Hamm ,30.03.23 04:15,q,35.2
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",30.03.23 04:15,q,14.9
s1,20001 Fusternberg ,30.03.23 04:20,w,327
s2,20004 Dorsten ,30.03.23 04:20,w,583
s3,28085 Haltern ,30.03.23 04:20,w,264
s4,20008 Lünen ,30.03.23 04:20,w,306
s5,20012 KA Hamm ,30.03.23 04:20,w,341
s6,"10026 Mengede, A45 ",30.03.23 04:20,w,144
s7,10008 Bottrop-Süd ,30.03.23 04:20,w,123
s8,"10101 Bottrop, Essener Straße ",30.03.23 04:20,w,156
s9,"10119 Gelsenkirchen, Adenauerallee ",30.03.23 04:20,w,82
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",30.03.23 04:20,w,219
s11,10103 Bahnstraße ,30.03.23 04:20,w,224
s12,"10124 Recklinghausen, Am Stadthafen ",30.03.23 04:20,w,91
s2,20004 Dorsten ,30.03.23 04:20,q,70.8
s5,20012 KA Hamm ,30.03.23 04:20,q,34.7
s1,20001 Fusternberg ,30.03.23 04:25,w,327
s2,20004 Dorsten ,30.03.23 04:25,w,583
s3,28085 Haltern ,30.03.23 04:25,w,264
s4,20008 Lünen ,30.03.23 04:25,w,306
s5,20012 KA Hamm ,30.03.23 04:25,w,341
s6,"10026 Mengede, A45 ",30.03.23 04:25,w,144
s7,10008 Bottrop-Süd ,30.03.23 04:25,w,123
s8,"10101 Bottrop, Essener Straße ",30.03.23 04:25,w,156
s9,"10119 Gelsenkirchen, Adenauerallee ",30.03.23 04:25,w,82
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",30.03.23 04:25,w,219
s11,10103 Bahnstraße ,30.03.23 04:25,w,224
s12,"10124 Recklinghausen, Am Stadthafen ",30.03.23 04:25,w,91
s2,20004 Dorsten ,30.03.23 04:25,q,70.8
s5,20012 KA Hamm ,30.03.23 04:25,q,34.7
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",30.03.23 04:25,q,14.9
s1,20001 Fusternberg ,30.03.23 04:30,w,327
s2,20004 Dorsten ,30.03.23 04:30,w,583
s3,28085 Haltern ,30.03.23 04:30,w,264
s4,20008 Lünen ,30.03.23 04:30,w,306
s5,20012 KA Hamm ,30.03.23 04:30,w,341
s6,"10026 Mengede, A45 ",30.03.23 04:30,w,144
s7,10008 Bottrop-Süd ,30.03.23 04:30,w,123
s8,"10101 Bottrop, Essener Straße ",30.03.23 04:30,w,156
s9,"10119 Gelsenkirchen, Adenauerallee ",30.03.23 04:30,w,82
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",30.03.23 04:30,w,219
s11,10103 Bahnstraße ,30.03.23 04:30,w,223
s12,"10124 Recklinghausen, Am Stadthafen ",30.03.23 04:30,w,91
s2,20004 Dorsten ,30.03.23 04:30,q,70.8
s5,20012 KA Hamm ,30.03.23 04:30,q,34.7
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",30.03.23 04:30,q,14.9
s1,20001 Fusternberg ,30.03.23 04:35,w,327
s2,20004 Dorsten ,30.03.23 04:35,w,583
s3,28085 Haltern ,30.03.23 04:35,w,264
s4,20008 Lünen ,30.03.23 04:35,w,306
s5,20012 KA Hamm ,30.03.23 04:35,w,341
s6,"10026 Mengede, A45 ",30.03.23 04:35,w,144
s7,10008 Bottrop-Süd ,30.03.23 04:35,w,123
s8,"10101 Bottrop, Essener Straße ",30.03.23 04:35,w,156
s9,"10119 Gelsenkirchen, Adenauerallee ",30.03.23 04:35,w,82
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",30.03.23 04:35,w,219
s11,10103 Bahnstraße ,30.03.23 04:35,w,224
s12,"10124 Recklinghausen, Am Stadthafen ",30.03.23 04:35,w,91
s2,20004 Dorsten ,30.03.23 04:35,q,71.5
s1,20001 Fusternberg ,30.03.23 04:40,w,327
s2,20004 Dorsten ,30.03.23 04:40,w,583
s3,28085 Haltern ,30.03.23 04:40,w,264
s4,20008 Lünen ,30.03.23 04:40,w,306
s5,20012 KA Hamm ,30.03.23 04:40,w,341
s6,"10026 Mengede, A45 ",30.03.23 04:40,w,144
s7,10008 Bottrop-Süd ,30.03.23 04:40,w,123
s8,"10101 Bottrop, Essener Straße ",30.03.23 04:40,w,156
s9,"10119 Gelsenkirchen, Adenauerallee ",30.03.23 04:40,w,82
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",30.03.23 04:40,w,219
s11,10103 Bahnstraße ,30.03.23 04:40,w,224
s12,"10124 Recklinghausen, Am Stadthafen ",30.03.23 04:40,w,91
s2,20004 Dorsten ,30.03.23 04:40,q,71.5
s5,20012 KA Hamm ,30.03.23 04:40,q,35.1
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",30.03.23 04:40,q,14.9
s1,20001 Fusternberg ,30.03.23 04:45,w,327
s2,20004 Dorsten ,30.03.23 04:45,w,583
s3,28085 Haltern ,30.03.23 04:45,w,264
s4,20008 Lünen ,30.03.23 04:45,w,306
s5,20012 KA Hamm ,30.03.23 04:45,w,341
s6,"10026 Mengede, A45 ",30.03.23 04:45,w,144
s7,10008 Bottrop-Süd ,30.03.23 04:45,w,123
s8,"10101 Bottrop, Essener Straße ",30.03.23 04:45,w,156
s9,"10119 Gelsenkirchen, Adenauerallee ",30.03.23 04:45,w,82
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",30.03.23 04:45,w,219
s11,10103 Bahnstraße ,30.03.23 04:45,w,224
s12,"10124 Recklinghausen, Am Stadthafen ",30.03.23 04:45,w,91
s2,20004 Dorsten ,30.03.23 04:45,q,71.5
s5,20012 KA Hamm ,30.03.23 04:45,q,35.1
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",30.03.23 04:45,q,14.9
s1,20001 Fusternberg ,30.03.23 04:50,w,327
s2,20004 Dorsten ,30.03.23 04:50,w,583
s3,28085 Haltern ,30.03.23 04:50,w,264
s4,20008 Lünen ,30.03.23 04:50,w,305
s5,20012 KA Hamm ,30.03.23 04:50,w,340
s6,"10026 Mengede, A45 ",30.03.23 04:50,w,144
s7,10008 Bottrop-Süd ,30.03.23 04:50,w,123
s8,"10101 Bottrop, Essener Straße ",30.03.23 04:50,w,156
s9,"10119 Gelsenkirchen, Adenauerallee ",30.03.23 04:50,w,82
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",30.03.23 04:50,w,219
s11,10103 Bahnstraße ,30.03.23 04:50,w,225
s12,"10124 Recklinghausen, Am Stadthafen ",30.03.23 04:50,w,91
s2,20004 Dorsten ,30.03.23 04:50,q,71.7
s5,20012 KA Hamm ,30.03.23 04:50,q,35.4
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",30.03.23 04:50,q,14.9
s1,20001 Fusternberg ,30.03.23 04:55,w,327
s2,20004 Dorsten ,30.03.23 04:55,w,583
s3,28085 Haltern ,30.03.23 04:55,w,264
s4,20008 Lünen ,30.03.23 04:55,w,305
s5,20012 KA Hamm ,30.03.23 04:55,w,340
s6,"10026 Mengede, A45 ",30.03.23 04:55,w,144
s7,10008 Bottrop-Süd ,30.03.23 04:55,w,123
s8,"10101 Bottrop, Essener Straße ",30.03.23 04:55,w,156
s9,"10119 Gelsenkirchen, Adenauerallee ",30.03.23 04:55,w,82
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",30.03.23 04:55,w,219
s11,10103 Bahnstraße ,30.03.23 04:55,w,225
s12,"10124 Recklinghausen, Am Stadthafen ",30.03.23 04:55,w,91
s2,20004 Dorsten ,30.03.23 04:55,q,71.7
s5,20012 KA Hamm ,30.03.23 04:55,q,35.1
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",30.03.23 04:55,q,14.9
s1,20001 Fusternberg ,30.03.23 05:05,w,327
s2,20004 Dorsten ,30.03.23 05:05,w,582
s3,28085 Haltern ,30.03.23 05:05,w,264
s4,20008 Lünen ,30.03.23 05:05,w,305
s5,20012 KA Hamm ,30.03.23 05:05,w,340
s6,"10026 Mengede, A45 ",30.03.23 05:05,w,144
s7,10008 Bottrop-Süd ,30.03.23 05:05,w,123
s8,"10101 Bottrop, Essener Straße ",30.03.23 05:05,w,156
s9,"10119 Gelsenkirchen, Adenauerallee ",30.03.23 05:05,w,82
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",30.03.23 05:05,w,219
s11,10103 Bahnstraße ,30.03.23 05:05,w,224
s12,"10124 Recklinghausen, Am Stadthafen ",30.03.23 05:05,w,91
s2,20004 Dorsten ,30.03.23 05:05,q,71.3
s5,20012 KA Hamm ,30.03.23 05:05,q,35.1
s1,20001 Fusternberg ,30.03.23 05:10,w,327
s2,20004 Dorsten ,30.03.23 05:10,w,582
s3,28085 Haltern ,30.03.23 05:10,w,264
s4,20008 Lünen ,30.03.23 05:10,w,305
s5,20012 KA Hamm ,30.03.23 05:10,w,340
s6,"10026 Mengede, A45 ",30.03.23 05:10,w,144
s7,10008 Bottrop-Süd ,30.03.23 05:10,w,123
s8,"10101 Bottrop, Essener Straße ",30.03.23 05:10,w,156
s9,"10119 Gelsenkirchen, Adenauerallee ",30.03.23 05:10,w,82
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",30.03.23 05:10,w,219
s11,10103 Bahnstraße ,30.03.23 05:10,w,224
s12,"10124 Recklinghausen, Am Stadthafen ",30.03.23 05:10,w,91
s2,20004 Dorsten ,30.03.23 05:10,q,71.3
s5,20012 KA Hamm ,30.03.23 05:10,q,34.8
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",30.03.23 05:10,q,14.8
s1,20001 Fusternberg ,30.03.23 05:15,w,327
s2,20004 Dorsten ,30.03.23 05:15,w,582
s3,28085 Haltern ,30.03.23 05:15,w,264
s4,20008 Lünen ,30.03.23 05:15,w,305
s5,20012 KA Hamm ,30.03.23 05:15,w,340
s6,"10026 Mengede, A45 ",30.03.23 05:15,w,144
s7,10008 Bottrop-Süd ,30.03.23 05:15,w,123
s8,"10101 Bottrop, Essener Straße ",30.03.23 05:15,w,156
s9,"10119 Gelsenkirchen, Adenauerallee ",30.03.23 05:15,w,82
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",30.03.23 05:15,w,219
s11,10103 Bahnstraße ,30.03.23 05:15,w,224
s12,"10124 Recklinghausen, Am Stadthafen ",30.03.23 05:15,w,91
s2,20004 Dorsten ,30.03.23 05:15,q,71.3
s5,20012 KA Hamm ,30.03.23 05:15,q,34.9
s1,20001 Fusternberg ,30.03.23 05:20,w,327
s2,20004 Dorsten ,30.03.23 05:20,w,582
s3,28085 Haltern ,30.03.23 05:20,w,264
s4,20008 Lünen ,30.03.23 05:20,w,305
s5,20012 KA Hamm ,30.03.23 05:20,w,340
s6,"10026 Mengede, A45 ",30.03.23 05:20,w,144
s7,10008 Bottrop-Süd ,30.03.23 05:20,w,123
s8,"10101 Bottrop, Essener Straße ",30.03.23 05:20,w,156
s9,"10119 Gelsenkirchen, Adenauerallee ",30.03.23 05:20,w,82
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",30.03.23 05:20,w,219
s11,10103 Bahnstraße ,30.03.23 05:20,w,224
s12,"10124 Recklinghausen, Am Stadthafen ",30.03.23 05:20,w,91
s2,20004 Dorsten ,30.03.23 05:20,q,71.6
s5,20012 KA Hamm ,30.03.23 05:20,q,35.3
s1,20001 Fusternberg ,30.03.23 05:25,w,327
s2,20004 Dorsten ,30.03.23 05:25,w,582
s3,28085 Haltern ,30.03.23 05:25,w,264
s4,20008 Lünen ,30.03.23 05:25,w,305
s5,20012 KA Hamm ,30.03.23 05:25,w,340
s6,"10026 Mengede, A45 ",30.03.23 05:25,w,144
s7,10008 Bottrop-Süd ,30.03.23 05:25,w,123
s8,"10101 Bottrop, Essener Straße ",30.03.23 05:25,w,156
s9,"10119 Gelsenkirchen, Adenauerallee ",30.03.23 05:25,w,82
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",30.03.23 05:25,w,219
s11,10103 Bahnstraße ,30.03.23 05:25,w,225
s12,"10124 Recklinghausen, Am Stadthafen ",30.03.23 05:25,w,91
s2,20004 Dorsten ,30.03.23 05:25,q,71.6
s5,20012 KA Hamm ,30.03.23 05:25,q,35.3
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",30.03.23 05:25,q,14.9
s1,20001 Fusternberg ,30.03.23 05:30,w,327
s2,20004 Dorsten ,30.03.23 05:30,w,582
s3,28085 Haltern ,30.03.23 05:30,w,264
s4,20008 Lünen ,30.03.23 05:30,w,305
s5,20012 KA Hamm ,30.03.23 05:30,w,340
s6,"10026 Mengede, A45 ",30.03.23 05:30,w,144
s7,10008 Bottrop-Süd ,30.03.23 05:30,w,122
s8,"10101 Bottrop, Essener Straße ",30.03.23 05:30,w,156
s9,"10119 Gelsenkirchen, Adenauerallee ",30.03.23 05:30,w,82
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",30.03.23 05:30,w,219
s11,10103 Bahnstraße ,30.03.23 05:30,w,224
s12,"10124 Recklinghausen, Am Stadthafen ",30.03.23 05:30,w,91
s2,20004 Dorsten ,30.03.23 05:30,q,71.6
s5,20012 KA Hamm ,30.03.23 05:30,q,34.8
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",30.03.23 05:30,q,14.9
s1,20001 Fusternberg ,30.03.23 05:35,w,327
s2,20004 Dorsten ,30.03.23 05:35,w,582
s3,28085 Haltern ,30.03.23 05:35,w,264
s4,20008 Lünen ,30.03.23 05:35,w,305
s5,20012 KA Hamm ,30.03.23 05:35,w,340
s6,"10026 Mengede, A45 ",30.03.23 05:35,w,144
s7,10008 Bottrop-Süd ,30.03.23 05:35,w,122
s8,"10101 Bottrop, Essener Straße ",30.03.23 05:35,w,156
s9,"10119 Gelsenkirchen, Adenauerallee ",30.03.23 05:35,w,82
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",30.03.23 05:35,w,219
s11,10103 Bahnstraße ,30.03.23 05:35,w,224
s12,"10124 Recklinghausen, Am Stadthafen ",30.03.23 05:35,w,91
s2,20004 Dorsten ,30.03.23 05:35,q,71.7
s5,20012 KA Hamm ,30.03.23 05:35,q,35.1
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",30.03.23 05:35,q,14.9
s1,20001 Fusternberg ,30.03.23 05:40,w,327
s2,20004 Dorsten ,30.03.23 05:40,w,582
s3,28085 Haltern ,30.03.23 05:40,w,264
s4,20008 Lünen ,30.03.23 05:40,w,305
s5,20012 KA Hamm ,30.03.23 05:40,w,340
s6,"10026 Mengede, A45 ",30.03.23 05:40,w,144
s7,10008 Bottrop-Süd ,30.03.23 05:40,w,122
s8,"10101 Bottrop, Essener Straße ",30.03.23 05:40,w,156
s9,"10119 Gelsenkirchen, Adenauerallee ",30.03.23 05:40,w,82
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",30.03.23 05:40,w,219
s11,10103 Bahnstraße ,30.03.23 05:40,w,224
s12,"10124 Recklinghausen, Am Stadthafen ",30.03.23 05:40,w,91
s2,20004 Dorsten ,30.03.23 05:40,q,71.7
s5,20012 KA Hamm ,30.03.23 05:40,q,34.7
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",30.03.23 05:40,q,14.9
s1,20001 Fusternberg ,30.03.23 05:45,w,327
s2,20004 Dorsten ,30.03.23 05:45,w,582
s3,28085 Haltern ,30.03.23 05:45,w,264
s4,20008 Lünen ,30.03.23 05:45,w,305
s5,20012 KA Hamm ,30.03.23 05:45,w,340
s6,"10026 Mengede, A45 ",30.03.23 05:45,w,144
s7,10008 Bottrop-Süd ,30.03.23 05:45,w,122
s8,"10101 Bottrop, Essener Straße ",30.03.23 05:45,w,156
s9,"10119 Gelsenkirchen, Adenauerallee ",30.03.23 05:45,w,82
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",30.03.23 05:45,w,219
s11,10103 Bahnstraße ,30.03.23 05:45,w,224
s12,"10124 Recklinghausen, Am Stadthafen ",30.03.23 05:45,w,91
s2,20004 Dorsten ,30.03.23 05:45,q,71.7
s1,20001 Fusternberg ,30.03.23 05:50,w,327
s2,20004 Dorsten ,30.03.23 05:50,w,582
s3,28085 Haltern ,30.03.23 05:50,w,264
s4,20008 Lünen ,30.03.23 05:50,w,304
s5,20012 KA Hamm ,30.03.23 05:50,w,340
s6,"10026 Mengede, A45 ",30.03.23 05:50,w,144
s7,10008 Bottrop-Süd ,30.03.23 05:50,w,122
s8,"10101 Bottrop, Essener Straße ",30.03.23 05:50,w,156
s9,"10119 Gelsenkirchen, Adenauerallee ",30.03.23 05:50,w,81
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",30.03.23 05:50,w,219
s11,10103 Bahnstraße ,30.03.23 05:50,w,224
s12,"10124 Recklinghausen, Am Stadthafen ",30.03.23 05:50,w,91
s2,20004 Dorsten ,30.03.23 05:50,q,70.3
s5,20012 KA Hamm ,30.03.23 05:50,q,35.3
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",30.03.23 05:50,q,14.9
s1,20001 Fusternberg ,30.03.23 05:55,w,327
s2,20004 Dorsten ,30.03.23 05:55,w,581
s3,28085 Haltern ,30.03.23 05:55,w,264
s4,20008 Lünen ,30.03.23 05:55,w,304
s5,20012 KA Hamm ,30.03.23 05:55,w,340
s6,"10026 Mengede, A45 ",30.03.23 05:55,w,144
s7,10008 Bottrop-Süd ,30.03.23 05:55,w,122
s8,"10101 Bottrop, Essener Straße ",30.03.23 05:55,w,156
s9,"10119 Gelsenkirchen, Adenauerallee ",30.03.23 05:55,w,82
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",30.03.23 05:55,w,219
s11,10103 Bahnstraße ,30.03.23 05:55,w,224
s12,"10124 Recklinghausen, Am Stadthafen ",30.03.23 05:55,w,91
s2,20004 Dorsten ,30.03.23 05:55,q,70.3
s5,20012 KA Hamm ,30.03.23 05:55,q,35.3
s1,20001 Fusternberg ,30.03.23 06:00,w,327
s2,20004 Dorsten ,30.03.23 06:00,w,581
s3,28085 Haltern ,30.03.23 06:00,w,264
s4,20008 Lünen ,30.03.23 06:00,w,304
s5,20012 KA Hamm ,30.03.23 06:00,w,340
s6,"10026 Mengede, A45 ",30.03.23 06:00,w,144
s7,10008 Bottrop-Süd ,30.03.23 06:00,w,122
s8,"10101 Bottrop, Essener Straße ",30.03.23 06:00,w,156
s9,"10119 Gelsenkirchen, Adenauerallee ",30.03.23 06:00,w,82
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",30.03.23 06:00,w,219
s11,10103 Bahnstraße ,30.03.23 06:00,w,224
s12,"10124 Recklinghausen, Am Stadthafen ",30.03.23 06:00,w,91
s2,20004 Dorsten ,30.03.23 06:00,q,70.3
s5,20012 KA Hamm ,30.03.23 06:00,q,35.1
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",30.03.23 06:00,q,14.9
s1,20001 Fusternberg ,30.03.23 06:05,w,327
s2,20004 Dorsten ,30.03.23 06:05,w,581
s3,28085 Haltern ,30.03.23 06:05,w,264
s4,20008 Lünen ,30.03.23 06:05,w,303
s5,20012 KA Hamm ,30.03.23 06:05,w,340
s6,"10026 Mengede, A45 ",30.03.23 06:05,w,144
s7,10008 Bottrop-Süd ,30.03.23 06:05,w,122
s8,"10101 Bottrop, Essener Straße ",30.03.23 06:05,w,156
s9,"10119 Gelsenkirchen, Adenauerallee ",30.03.23 06:05,w,81
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",30.03.23 06:05,w,219
s11,10103 Bahnstraße ,30.03.23 06:05,w,224
s12,"10124 Recklinghausen, Am Stadthafen ",30.03.23 06:05,w,91
s5,20012 KA Hamm ,30.03.23 06:05,q,35.1
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",30.03.23 06:05,q,14.9
s1,20001 Fusternberg ,30.03.23 06:10,w,327
s2,20004 Dorsten ,30.03.23 06:10,w,581
s3,28085 Haltern ,30.03.23 06:10,w,264
s4,20008 Lünen ,30.03.23 06:10,w,303
s5,20012 KA Hamm ,30.03.23 06:10,w,340
s6,"10026 Mengede, A45 ",30.03.23 06:10,w,144
s7,10008 Bottrop-Süd ,30.03.23 06:10,w,122
s8,"10101 Bottrop, Essener Straße ",30.03.23 06:10,w,156
s9,"10119 Gelsenkirchen, Adenauerallee ",30.03.23 06:10,w,82
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",30.03.23 06:10,w,219
s11,10103 Bahnstraße ,30.03.23 06:10,w,224
s12,"10124 Recklinghausen, Am Stadthafen ",30.03.23 06:10,w,91
s5,20012 KA Hamm ,30.03.23 06:10,q,35.3
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",30.03.23 06:10,q,14.9
s1,20001 Fusternberg ,30.03.23 06:15,w,327
s2,20004 Dorsten ,30.03.23 06:15,w,581
s3,28085 Haltern ,30.03.23 06:15,w,264
s4,20008 Lünen ,30.03.23 06:15,w,303
s5,20012 KA Hamm ,30.03.23 06:15,w,340
s6,"10026 Mengede, A45 ",30.03.23 06:15,w,144
s7,10008 Bottrop-Süd ,30.03.23 06:15,w,122
s8,"10101 Bottrop, Essener Straße ",30.03.23 06:15,w,156
s9,"10119 Gelsenkirchen, Adenauerallee ",30.03.23 06:15,w,81
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",30.03.23 06:15,w,219
s11,10103 Bahnstraße ,30.03.23 06:15,w,224
s12,"10124 Recklinghausen, Am Stadthafen ",30.03.23 06:15,w,91
s5,20012 KA Hamm ,30.03.23 06:15,q,35.3
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",30.03.23 06:15,q,14.9
s1,20001 Fusternberg ,30.03.23 06:20,w,327
s2,20004 Dorsten ,30.03.23 06:20,w,581
s3,28085 Haltern ,30.03.23 06:20,w,264
s4,20008 Lünen ,30.03.23 06:20,w,303
s5,20012 KA Hamm ,30.03.23 06:20,w,340
s6,"10026 Mengede, A45 ",30.03.23 06:20,w,144
s7,10008 Bottrop-Süd ,30.03.23 06:20,w,122
s8,"10101 Bottrop, Essener Straße ",30.03.23 06:20,w,156
s9,"10119 Gelsenkirchen, Adenauerallee ",30.03.23 06:20,w,81
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",30.03.23 06:20,w,219
s11,10103 Bahnstraße ,30.03.23 06:20,w,224
s12,"10124 Recklinghausen, Am Stadthafen ",30.03.23 06:20,w,91
s2,20004 Dorsten ,30.03.23 06:20,q,70.9
s5,20012 KA Hamm ,30.03.23 06:20,q,35.1
s1,20001 Fusternberg ,30.03.23 06:25,w,327
s2,20004 Dorsten ,30.03.23 06:25,w,581
s3,28085 Haltern ,30.03.23 06:25,w,264
s4,20008 Lünen ,30.03.23 06:25,w,303
s5,20012 KA Hamm ,30.03.23 06:25,w,340
s6,"10026 Mengede, A45 ",30.03.23 06:25,w,144
s7,10008 Bottrop-Süd ,30.03.23 06:25,w,122
s8,"10101 Bottrop, Essener Straße ",30.03.23 06:25,w,155
s9,"10119 Gelsenkirchen, Adenauerallee ",30.03.23 06:25,w,82
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",30.03.23 06:25,w,218
s11,10103 Bahnstraße ,30.03.23 06:25,w,224
s12,"10124 Recklinghausen, Am Stadthafen ",30.03.23 06:25,w,91
s2,20004 Dorsten ,30.03.23 06:25,q,70.9
s5,20012 KA Hamm ,30.03.23 06:25,q,34.8
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",30.03.23 06:25,q,14.8
s1,20001 Fusternberg ,30.03.23 06:30,w,327
s2,20004 Dorsten ,30.03.23 06:30,w,581
s3,28085 Haltern ,30.03.23 06:30,w,264
s4,20008 Lünen ,30.03.23 06:30,w,303
s5,20012 KA Hamm ,30.03.23 06:30,w,340
s6,"10026 Mengede, A45 ",30.03.23 06:30,w,144
s7,10008 Bottrop-Süd ,30.03.23 06:30,w,122
s8,"10101 Bottrop, Essener Straße ",30.03.23 06:30,w,155
s9,"10119 Gelsenkirchen, Adenauerallee ",30.03.23 06:30,w,82
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",30.03.23 06:30,w,219
s11,10103 Bahnstraße ,30.03.23 06:30,w,224
s12,"10124 Recklinghausen, Am Stadthafen ",30.03.23 06:30,w,91
s2,20004 Dorsten ,30.03.23 06:30,q,70.9
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",30.03.23 06:30,q,14.9
s1,20001 Fusternberg ,30.03.23 06:35,w,327
s2,20004 Dorsten ,30.03.23 06:35,w,581
s3,28085 Haltern ,30.03.23 06:35,w,264
s4,20008 Lünen ,30.03.23 06:35,w,302
s5,20012 KA Hamm ,30.03.23 06:35,w,340
s6,"10026 Mengede, A45 ",30.03.23 06:35,w,144
s7,10008 Bottrop-Süd ,30.03.23 06:35,w,122
s8,"10101 Bottrop, Essener Straße ",30.03.23 06:35,w,155
s9,"10119 Gelsenkirchen, Adenauerallee ",30.03.23 06:35,w,81
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",30.03.23 06:35,w,218
s11,10103 Bahnstraße ,30.03.23 06:35,w,224
s12,"10124 Recklinghausen, Am Stadthafen ",30.03.23 06:35,w,91
s2,20004 Dorsten ,30.03.23 06:35,q,70.8
s5,20012 KA Hamm ,30.03.23 06:35,q,34.9
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",30.03.23 06:35,q,14.9
s1,20001 Fusternberg ,30.03.23 06:40,w,327
s2,20004 Dorsten ,30.03.23 06:40,w,581
