sid,place,timestamp,param,value
s1,20001 Fusternberg ,28.03.23 18:15,w,345
s2,20004 Dorsten ,28.03.23 18:15,w,617
s3,28085 Haltern ,28.03.23 18:15,w,301
s4,20008 Lünen ,28.03.23 18:15,w,325
s5,20012 KA Hamm ,28.03.23 18:15,w,345
s6,"10026 Mengede, A45 ",28.03.23 18:15,w,146
s7,10008 Bottrop-Süd ,28.03.23 18:15,w,127
s8,"10101 Bottrop, Essener Straße ",28.03.23 18:15,w,161
s9,"10119 Gelsenkirchen, Adenauerallee ",28.03.23 18:15,w,82
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",28.03.23 18:15,w,223
s11,10103 Bahnstraße ,28.03.23 18:15,w,230
s12,"10124 Recklinghausen, Am Stadthafen ",28.03.23 18:15,w,90
s2,20004 Dorsten ,28.03.23 18:15,q,91.9
s5,20012 KA Hamm ,28.03.23 18:15,q,40.5
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",28.03.23 18:15,q,15.8
s1,20001 Fusternberg ,28.03.23 18:20,w,344
s2,20004 Dorsten ,28.03.23 18:20,w,617
s3,28085 Haltern ,28.03.23 18:20,w,301
s4,20008 Lünen ,28.03.23 18:20,w,324
s5,20012 KA Hamm ,28.03.23 18:20,w,345
s6,"10026 Mengede, A45 ",28.03.23 18:20,w,146
s7,10008 Bottrop-Süd ,28.03.23 18:20,w,127
s8,"10101 Bottrop, Essener Straße ",28.03.23 18:20,w,161
s9,"10119 Gelsenkirchen, Adenauerallee ",28.03.23 18:20,w,82
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",28.03.23 18:20,w,223
s11,10103 Bahnstraße ,28.03.23 18:20,w,230
s12,"10124 Recklinghausen, Am Stadthafen ",28.03.23 18:20,w,90
s2,20004 Dorsten ,28.03.23 18:20,q,91.9
s5,20012 KA Hamm ,28.03.23 18:20,q,40.2
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",28.03.23 18:20,q,15.8
s1,20001 Fusternberg ,28.03.23 18:25,w,344
s2,20004 Dorsten ,28.03.23 18:25,w,617
s3,28085 Haltern ,28.03.23 18:25,w,301
s4,20008 Lünen ,28.03.23 18:25,w,324
s5,20012 KA Hamm ,28.03.23 18:25,w,345
s6,"10026 Mengede, A45 ",28.03.23 18:25,w,146
s7,10008 Bottrop-Süd ,28.03.23 18:25,w,127
s8,"10101 Bottrop, Essener Straße ",28.03.23 18:25,w,161
s9,"10119 Gelsenkirchen, Adenauerallee ",28.03.23 18:25,w,82
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",28.03.23 18:25,w,223
s11,10103 Bahnstraße ,28.03.23 18:25,w,230
s12,"10124 Recklinghausen, Am Stadthafen ",28.03.23 18:25,w,90
s2,20004 Dorsten ,28.03.23 18:25,q,91.9
s5,20012 KA Hamm ,28.03.23 18:25,q,39.8
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",28.03.23 18:25,q,15.8
s1,20001 Fusternberg ,28.03.23 18:30,w,344
s2,20004 Dorsten ,28.03.23 18:30,w,617
s3,28085 Haltern ,28.03.23 18:30,w,301
s4,20008 Lünen ,28.03.23 18:30,w,324
s5,20012 KA Hamm ,28.03.23 18:30,w,345
s6,"10026 Mengede, A45 ",28.03.23 18:30,w,146
s7,10008 Bottrop-Süd ,28.03.23 18:30,w,127
s8,"10101 Bottrop, Essener Straße ",28.03.23 18:30,w,161
s9,"10119 Gelsenkirchen, Adenauerallee ",28.03.23 18:30,w,82
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",28.03.23 18:30,w,224
s11,10103 Bahnstraße ,28.03.23 18:30,w,230
s12,"10124 Recklinghausen, Am Stadthafen ",28.03.23 18:30,w,90
s2,20004 Dorsten ,28.03.23 18:30,q,91.9
s5,20012 KA Hamm ,28.03.23 18:30,q,38.9
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",28.03.23 18:30,q,15.9
s1,20001 Fusternberg ,28.03.23 18:35,w,344
s2,20004 Dorsten ,28.03.23 18:35,w,617
s3,28085 Haltern ,28.03.23 18:35,w,300
s4,20008 Lünen ,28.03.23 18:35,w,323
s5,20012 KA Hamm ,28.03.23 18:35,w,345
s6,"10026 Mengede, A45 ",28.03.23 18:35,w,146
s7,10008 Bottrop-Süd ,28.03.23 18:35,w,127
s8,"10101 Bottrop, Essener Straße ",28.03.23 18:35,w,161
s9,"10119 Gelsenkirchen, Adenauerallee ",28.03.23 18:35,w,82
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",28.03.23 18:35,w,224
s11,10103 Bahnstraße ,28.03.23 18:35,w,229
s12,"10124 Recklinghausen, Am Stadthafen ",28.03.23 18:35,w,90
s2,20004 Dorsten ,28.03.23 18:35,q,90.7
s5,20012 KA Hamm ,28.03.23 18:35,q,38.4
s1,20001 Fusternberg ,28.03.23 18:40,w,344
s2,20004 Dorsten ,28.03.23 18:40,w,617
s3,28085 Haltern ,28.03.23 18:40,w,300
s4,20008 Lünen ,28.03.23 18:40,w,323
s5,20012 KA Hamm ,28.03.23 18:40,w,345
s6,"10026 Mengede, A45 ",28.03.23 18:40,w,146
s7,10008 Bottrop-Süd ,28.03.23 18:40,w,127
s8,"10101 Bottrop, Essener Straße ",28.03.23 18:40,w,161
s9,"10119 Gelsenkirchen, Adenauerallee ",28.03.23 18:40,w,82
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",28.03.23 18:40,w,224
s11,10103 Bahnstraße ,28.03.23 18:40,w,229
s12,"10124 Recklinghausen, Am Stadthafen ",28.03.23 18:40,w,90
s2,20004 Dorsten ,28.03.23 18:40,q,90.7
s5,20012 KA Hamm ,28.03.23 18:40,q,37.7
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",28.03.23 18:40,q,15.8
s1,20001 Fusternberg ,28.03.23 18:45,w,344
s2,20004 Dorsten ,28.03.23 18:45,w,617
s3,28085 Haltern ,28.03.23 18:45,w,300
s4,20008 Lünen ,28.03.23 18:45,w,323
s5,20012 KA Hamm ,28.03.23 18:45,w,345
s6,"10026 Mengede, A45 ",28.03.23 18:45,w,146
s7,10008 Bottrop-Süd ,28.03.23 18:45,w,127
s8,"10101 Bottrop, Essener Straße ",28.03.23 18:45,w,161
s9,"10119 Gelsenkirchen, Adenauerallee ",28.03.23 18:45,w,82
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",28.03.23 18:45,w,224
s11,10103 Bahnstraße ,28.03.23 18:45,w,229
s12,"10124 Recklinghausen, Am Stadthafen ",28.03.23 18:45,w,90
s2,20004 Dorsten ,28.03.23 18:45,q,90.7
s5,20012 KA Hamm ,28.03.23 18:45,q,37.1
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",28.03.23 18:45,q,15.8
s1,20001 Fusternberg ,28.03.23 18:50,w,344
s2,20004 Dorsten ,28.03.23 18:50,w,617
s3,28085 Haltern ,28.03.23 18:50,w,299
s4,20008 Lünen ,28.03.23 18:50,w,322
s5,20012 KA Hamm ,28.03.23 18:50,w,345
s6,"10026 Mengede, A45 ",28.03.23 18:50,w,146
s7,10008 Bottrop-Süd ,28.03.23 18:50,w,127
s8,"10101 Bottrop, Essener Straße ",28.03.23 18:50,w,161
s9,"10119 Gelsenkirchen, Adenauerallee ",28.03.23 18:50,w,82
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",28.03.23 18:50,w,224
s11,10103 Bahnstraße ,28.03.23 18:50,w,229
s12,"10124 Recklinghausen, Am Stadthafen ",28.03.23 18:50,w,90
s5,20012 KA Hamm ,28.03.23 18:50,q,36.8
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",28.03.23 18:50,q,15.9
s1,20001 Fusternberg ,28.03.23 18:55,w,344
s2,20004 Dorsten ,28.03.23 18:55,w,617
s3,28085 Haltern ,28.03.23 18:55,w,299
s4,20008 Lünen ,28.03.23 18:55,w,322
s5,20012 KA Hamm ,28.03.23 18:55,w,345
s6,"10026 Mengede, A45 ",28.03.23 18:55,w,146
s7,10008 Bottrop-Süd ,28.03.23 18:55,w,127
s8,"10101 Bottrop, Essener Straße ",28.03.23 18:55,w,161
s9,"10119 Gelsenkirchen, Adenauerallee ",28.03.23 18:55,w,82
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",28.03.23 18:55,w,224
s11,10103 Bahnstraße ,28.03.23 18:55,w,230
s12,"10124 Recklinghausen, Am Stadthafen ",28.03.23 18:55,w,90
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",28.03.23 18:55,q,15.9
s1,20001 Fusternberg ,28.03.23 19:00,w,344
s2,20004 Dorsten ,28.03.23 19:00,w,617
s3,28085 Haltern ,28.03.23 19:00,w,299
s4,20008 Lünen ,28.03.23 19:00,w,322
s5,20012 KA Hamm ,28.03.23 19:00,w,345
s6,"10026 Mengede, A45 ",28.03.23 19:00,w,146
s7,10008 Bottrop-Süd ,28.03.23 19:00,w,127
s8,"10101 Bottrop, Essener Straße ",28.03.23 19:00,w,161
s9,"10119 Gelsenkirchen, Adenauerallee ",28.03.23 19:00,w,82
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",28.03.23 19:00,w,224
s11,10103 Bahnstraße ,28.03.23 19:00,w,230
s12,"10124 Recklinghausen, Am Stadthafen ",28.03.23 19:00,w,90
s5,20012 KA Hamm ,28.03.23 19:00,q,37.2
s1,20001 Fusternberg ,28.03.23 19:05,w,345
s2,20004 Dorsten ,28.03.23 19:05,w,617
s3,28085 Haltern ,28.03.23 19:05,w,299
s4,20008 Lünen ,28.03.23 19:05,w,321
s5,20012 KA Hamm ,28.03.23 19:05,w,345
s6,"10026 Mengede, A45 ",28.03.23 19:05,w,146
s7,10008 Bottrop-Süd ,28.03.23 19:05,w,127
s8,"10101 Bottrop, Essener Straße ",28.03.23 19:05,w,161
s9,"10119 Gelsenkirchen, Adenauerallee ",28.03.23 19:05,w,81
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",28.03.23 19:05,w,224
s11,10103 Bahnstraße ,28.03.23 19:05,w,230
s12,"10124 Recklinghausen, Am Stadthafen ",28.03.23 19:05,w,90
s2,20004 Dorsten ,28.03.23 19:05,q,90.5
s1,20001 Fusternberg ,28.03.23 19:10,w,345
s2,20004 Dorsten ,28.03.23 19:10,w,617
s3,28085 Haltern ,28.03.23 19:10,w,299
s4,20008 Lünen ,28.03.23 19:10,w,321
s5,20012 KA Hamm ,28.03.23 19:10,w,345
s6,"10026 Mengede, A45 ",28.03.23 19:10,w,146
s7,10008 Bottrop-Süd ,28.03.23 19:10,w,127
s8,"10101 Bottrop, Essener Straße ",28.03.23 19:10,w,161
s9,"10119 Gelsenkirchen, Adenauerallee ",28.03.23 19:10,w,81
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",28.03.23 19:10,w,224
s11,10103 Bahnstraße ,28.03.23 19:10,w,230
s12,"10124 Recklinghausen, Am Stadthafen ",28.03.23 19:10,w,90
s2,20004 Dorsten ,28.03.23 19:10,q,90.5
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",28.03.23 19:10,q,15.9
s1,20001 Fusternberg ,28.03.23 19:15,w,345
s2,20004 Dorsten ,28.03.23 19:15,w,616
s3,28085 Haltern ,28.03.23 19:15,w,298
s4,20008 Lünen ,28.03.23 19:15,w,321
s5,20012 KA Hamm ,28.03.23 19:15,w,345
s6,"10026 Mengede, A45 ",28.03.23 19:15,w,146
s7,10008 Bottrop-Süd ,28.03.23 19:15,w,127
s8,"10101 Bottrop, Essener Straße ",28.03.23 19:15,w,161
s9,"10119 Gelsenkirchen, Adenauerallee ",28.03.23 19:15,w,81
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",28.03.23 19:15,w,224
s11,10103 Bahnstraße ,28.03.23 19:15,w,230
s12,"10124 Recklinghausen, Am Stadthafen ",28.03.23 19:15,w,90
s2,20004 Dorsten ,28.03.23 19:15,q,90.5
s5,20012 KA Hamm ,28.03.23 19:15,q,37.4
s1,20001 Fusternberg ,28.03.23 19:20,w,344
s2,20004 Dorsten ,28.03.23 19:20,w,616
s3,28085 Haltern ,28.03.23 19:20,w,298
s4,20008 Lünen ,28.03.23 19:20,w,321
s5,20012 KA Hamm ,28.03.23 19:20,w,345
s6,"10026 Mengede, A45 ",28.03.23 19:20,w,146
s7,10008 Bottrop-Süd ,28.03.23 19:20,w,127
s8,"10101 Bottrop, Essener Straße ",28.03.23 19:20,w,161
s9,"10119 Gelsenkirchen, Adenauerallee ",28.03.23 19:20,w,81
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",28.03.23 19:20,w,224
s11,10103 Bahnstraße ,28.03.23 19:20,w,230
s12,"10124 Recklinghausen, Am Stadthafen ",28.03.23 19:20,w,90
s2,20004 Dorsten ,28.03.23 19:20,q,91.6
s5,20012 KA Hamm ,28.03.23 19:20,q,37.4
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",28.03.23 19:20,q,15.9
s1,20001 Fusternberg ,28.03.23 19:25,w,344
s2,20004 Dorsten ,28.03.23 19:25,w,616
s3,28085 Haltern ,28.03.23 19:25,w,298
s4,20008 Lünen ,28.03.23 19:25,w,321
s5,20012 KA Hamm ,28.03.23 19:25,w,345
s6,"10026 Mengede, A45 ",28.03.23 19:25,w,146
s7,10008 Bottrop-Süd ,28.03.23 19:25,w,127
s8,"10101 Bottrop, Essener Straße ",28.03.23 19:25,w,161
s9,"10119 Gelsenkirchen, Adenauerallee ",28.03.23 19:25,w,81
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",28.03.23 19:25,w,224
s11,10103 Bahnstraße ,28.03.23 19:25,w,230
s12,"10124 Recklinghausen, Am Stadthafen ",28.03.23 19:25,w,90
s2,20004 Dorsten ,28.03.23 19:25,q,91.6
s5,20012 KA Hamm ,28.03.23 19:25,q,37.4
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",28.03.23 19:25,q,15.9
s1,20001 Fusternberg ,28.03.23 19:30,w,344
s2,20004 Dorsten ,28.03.23 19:30,w,616
s3,28085 Haltern ,28.03.23 19:30,w,298
s4,20008 Lünen ,28.03.23 19:30,w,321
s5,20012 KA Hamm ,28.03.23 19:30,w,345
s6,"10026 Mengede, A45 ",28.03.23 19:30,w,146
s7,10008 Bottrop-Süd ,28.03.23 19:30,w,127
s8,"10101 Bottrop, Essener Straße ",28.03.23 19:30,w,161
s9,"10119 Gelsenkirchen, Adenauerallee ",28.03.23 19:30,w,81
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",28.03.23 19:30,w,225
s11,10103 Bahnstraße ,28.03.23 19:30,w,230
s12,"10124 Recklinghausen, Am Stadthafen ",28.03.23 19:30,w,90
s2,20004 Dorsten ,28.03.23 19:30,q,91.6
s5,20012 KA Hamm ,28.03.23 19:30,q,37.1
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",28.03.23 19:30,q,16.1
s1,20001 Fusternberg ,28.03.23 19:35,w,345
s2,20004 Dorsten ,28.03.23 19:35,w,616
s3,28085 Haltern ,28.03.23 19:35,w,298
s4,20008 Lünen ,28.03.23 19:35,w,321
s5,20012 KA Hamm ,28.03.23 19:35,w,345
s6,"10026 Mengede, A45 ",28.03.23 19:35,w,146
s7,10008 Bottrop-Süd ,28.03.23 19:35,w,127
s8,"10101 Bottrop, Essener Straße ",28.03.23 19:35,w,161
s9,"10119 Gelsenkirchen, Adenauerallee ",28.03.23 19:35,w,81
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",28.03.23 19:35,w,225
s11,10103 Bahnstraße ,28.03.23 19:35,w,230
s12,"10124 Recklinghausen, Am Stadthafen ",28.03.23 19:35,w,90
s5,20012 KA Hamm ,28.03.23 19:35,q,37.1
s1,20001 Fusternberg ,28.03.23 19:40,w,345
s2,20004 Dorsten ,28.03.23 19:40,w,616
s3,28085 Haltern ,28.03.23 19:40,w,298
s4,20008 Lünen ,28.03.23 19:40,w,321
s5,20012 KA Hamm ,28.03.23 19:40,w,345
s6,"10026 Mengede, A45 ",28.03.23 19:40,w,146
s7,10008 Bottrop-Süd ,28.03.23 19:40,w,127
s8,"10101 Bottrop, Essener Straße ",28.03.23 19:40,w,161
s9,"10119 Gelsenkirchen, Adenauerallee ",28.03.23 19:40,w,81
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",28.03.23 19:40,w,225
s11,10103 Bahnstraße ,28.03.23 19:40,w,230
s12,"10124 Recklinghausen, Am Stadthafen ",28.03.23 19:40,w,90
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",28.03.23 19:40,q,16.1
s1,20001 Fusternberg ,28.03.23 19:45,w,345
s2,20004 Dorsten ,28.03.23 19:45,w,616
s3,28085 Haltern ,28.03.23 19:45,w,298
s4,20008 Lünen ,28.03.23 19:45,w,321
s5,20012 KA Hamm ,28.03.23 19:45,w,345
s6,"10026 Mengede, A45 ",28.03.23 19:45,w,146
s7,10008 Bottrop-Süd ,28.03.23 19:45,w,127
s8,"10101 Bottrop, Essener Straße ",28.03.23 19:45,w,161
s9,"10119 Gelsenkirchen, Adenauerallee ",28.03.23 19:45,w,81
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",28.03.23 19:45,w,225
s11,10103 Bahnstraße ,28.03.23 19:45,w,230
s12,"10124 Recklinghausen, Am Stadthafen ",28.03.23 19:45,w,90
s5,20012 KA Hamm ,28.03.23 19:45,q,37.2
s1,20001 Fusternberg ,28.03.23 22:35,w,343
s2,20004 Dorsten ,28.03.23 22:35,w,613
s3,28085 Haltern ,28.03.23 22:35,w,294
s4,20008 Lünen ,28.03.23 22:35,w,315
s5,20012 KA Hamm ,28.03.23 22:35,w,342
s6,"10026 Mengede, A45 ",28.03.23 22:35,w,146
s7,10008 Bottrop-Süd ,28.03.23 22:35,w,125
s8,"10101 Bottrop, Essener Straße ",28.03.23 22:35,w,159
s9,"10119 Gelsenkirchen, Adenauerallee ",28.03.23 22:35,w,81
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",28.03.23 22:35,w,224
s11,10103 Bahnstraße ,28.03.23 22:35,w,230
s12,"10124 Recklinghausen, Am Stadthafen ",28.03.23 22:35,w,92
s2,20004 Dorsten ,28.03.23 22:35,q,88.6
s5,20012 KA Hamm ,28.03.23 22:35,q,39.5
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",28.03.23 22:35,q,15.9
s1,20001 Fusternberg ,28.03.23 22:41,w,343
s2,20004 Dorsten ,28.03.23 22:41,w,613
s3,28085 Haltern ,28.03.23 22:41,w,294
s4,20008 Lünen ,28.03.23 22:41,w,315
s5,20012 KA Hamm ,28.03.23 22:41,w,342
s6,"10026 Mengede, A45 ",28.03.23 22:41,w,146
s7,10008 Bottrop-Süd ,28.03.23 22:41,w,125
s8,"10101 Bottrop, Essener Straße ",28.03.23 22:41,w,159
s9,"10119 Gelsenkirchen, Adenauerallee ",28.03.23 22:41,w,81
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",28.03.23 22:41,w,225
s11,10103 Bahnstraße ,28.03.23 22:41,w,230
s12,"10124 Recklinghausen, Am Stadthafen ",28.03.23 22:41,w,93
s2,20004 Dorsten ,28.03.23 22:41,q,88.6
s5,20012 KA Hamm ,28.03.23 22:41,q,39.6
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",28.03.23 22:41,q,16.2
s1,20001 Fusternberg ,28.03.23 22:55,w,343
s2,20004 Dorsten ,28.03.23 22:55,w,612
s3,28085 Haltern ,28.03.23 22:55,w,294
s4,20008 Lünen ,28.03.23 22:55,w,315
s5,20012 KA Hamm ,28.03.23 22:55,w,342
s6,"10026 Mengede, A45 ",28.03.23 22:55,w,146
s7,10008 Bottrop-Süd ,28.03.23 22:55,w,125
s8,"10101 Bottrop, Essener Straße ",28.03.23 22:55,w,159
s9,"10119 Gelsenkirchen, Adenauerallee ",28.03.23 22:55,w,82
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",28.03.23 22:55,w,225
s11,10103 Bahnstraße ,28.03.23 22:55,w,230
s12,"10124 Recklinghausen, Am Stadthafen ",28.03.23 22:55,w,93
s2,20004 Dorsten ,28.03.23 22:55,q,89.7
s5,20012 KA Hamm ,28.03.23 22:55,q,39.6
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",28.03.23 22:55,q,16.1
s1,20001 Fusternberg ,28.03.23 23:00,w,343
s2,20004 Dorsten ,28.03.23 23:00,w,612
s3,28085 Haltern ,28.03.23 23:00,w,294
s4,20008 Lünen ,28.03.23 23:00,w,315
s5,20012 KA Hamm ,28.03.23 23:00,w,342
s6,"10026 Mengede, A45 ",28.03.23 23:00,w,146
s7,10008 Bottrop-Süd ,28.03.23 23:00,w,125
s8,"10101 Bottrop, Essener Straße ",28.03.23 23:00,w,159
s9,"10119 Gelsenkirchen, Adenauerallee ",28.03.23 23:00,w,82
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",28.03.23 23:00,w,225
s11,10103 Bahnstraße ,28.03.23 23:00,w,230
s12,"10124 Recklinghausen, Am Stadthafen ",28.03.23 23:00,w,93
s2,20004 Dorsten ,28.03.23 23:00,q,89.7
s5,20012 KA Hamm ,28.03.23 23:00,q,39.6
s1,20001 Fusternberg ,28.03.23 23:05,w,343
s2,20004 Dorsten ,28.03.23 23:05,w,612
s3,28085 Haltern ,28.03.23 23:05,w,293
s4,20008 Lünen ,28.03.23 23:05,w,314
s5,20012 KA Hamm ,28.03.23 23:05,w,342
s6,"10026 Mengede, A45 ",28.03.23 23:05,w,146
s7,10008 Bottrop-Süd ,28.03.23 23:05,w,125
s8,"10101 Bottrop, Essener Straße ",28.03.23 23:05,w,159
s9,"10119 Gelsenkirchen, Adenauerallee ",28.03.23 23:05,w,82
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",28.03.23 23:05,w,225
s11,10103 Bahnstraße ,28.03.23 23:05,w,230
s12,"10124 Recklinghausen, Am Stadthafen ",28.03.23 23:05,w,93
s2,20004 Dorsten ,28.03.23 23:05,q,88.5
s5,20012 KA Hamm ,28.03.23 23:05,q,39.6
s1,20001 Fusternberg ,28.03.23 23:10,w,343
s2,20004 Dorsten ,28.03.23 23:10,w,612
s3,28085 Haltern ,28.03.23 23:10,w,293
s4,20008 Lünen ,28.03.23 23:10,w,314
s5,20012 KA Hamm ,28.03.23 23:10,w,342
s6,"10026 Mengede, A45 ",28.03.23 23:10,w,146
s7,10008 Bottrop-Süd ,28.03.23 23:10,w,125
s8,"10101 Bottrop, Essener Straße ",28.03.23 23:10,w,158
s9,"10119 Gelsenkirchen, Adenauerallee ",28.03.23 23:10,w,82
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",28.03.23 23:10,w,225
s11,10103 Bahnstraße ,28.03.23 23:10,w,230
s12,"10124 Recklinghausen, Am Stadthafen ",28.03.23 23:10,w,93
s2,20004 Dorsten ,28.03.23 23:10,q,88.5
s5,20012 KA Hamm ,28.03.23 23:10,q,39.6
s1,20001 Fusternberg ,28.03.23 23:15,w,343
s2,20004 Dorsten ,28.03.23 23:15,w,612
s3,28085 Haltern ,28.03.23 23:15,w,293
s4,20008 Lünen ,28.03.23 23:15,w,314
s5,20012 KA Hamm ,28.03.23 23:15,w,342
s6,"10026 Mengede, A45 ",28.03.23 23:15,w,146
s7,10008 Bottrop-Süd ,28.03.23 23:15,w,124
s8,"10101 Bottrop, Essener Straße ",28.03.23 23:15,w,158
s9,"10119 Gelsenkirchen, Adenauerallee ",28.03.23 23:15,w,82
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",28.03.23 23:15,w,225
s11,10103 Bahnstraße ,28.03.23 23:15,w,230
s12,"10124 Recklinghausen, Am Stadthafen ",28.03.23 23:15,w,93
s2,20004 Dorsten ,28.03.23 23:15,q,88.5
s5,20012 KA Hamm ,28.03.23 23:15,q,39.5
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",28.03.23 23:15,q,16.1
s1,20001 Fusternberg ,28.03.23 23:20,w,342
s2,20004 Dorsten ,28.03.23 23:20,w,612
s3,28085 Haltern ,28.03.23 23:20,w,294
s4,20008 Lünen ,28.03.23 23:20,w,314
s5,20012 KA Hamm ,28.03.23 23:20,w,343
s6,"10026 Mengede, A45 ",28.03.23 23:20,w,146
s7,10008 Bottrop-Süd ,28.03.23 23:20,w,124
s8,"10101 Bottrop, Essener Straße ",28.03.23 23:20,w,158
s9,"10119 Gelsenkirchen, Adenauerallee ",28.03.23 23:20,w,82
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",28.03.23 23:20,w,225
s11,10103 Bahnstraße ,28.03.23 23:20,w,230
s12,"10124 Recklinghausen, Am Stadthafen ",28.03.23 23:20,w,93
s2,20004 Dorsten ,28.03.23 23:20,q,88.4
s5,20012 KA Hamm ,28.03.23 23:20,q,39.3
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",28.03.23 23:20,q,16.1
s1,20001 Fusternberg ,28.03.23 23:25,w,342
s2,20004 Dorsten ,28.03.23 23:25,w,612
s3,28085 Haltern ,28.03.23 23:25,w,292
s4,20008 Lünen ,28.03.23 23:25,w,314
s5,20012 KA Hamm ,28.03.23 23:25,w,343
s6,"10026 Mengede, A45 ",28.03.23 23:25,w,146
s7,10008 Bottrop-Süd ,28.03.23 23:25,w,124
s8,"10101 Bottrop, Essener Straße ",28.03.23 23:25,w,158
s9,"10119 Gelsenkirchen, Adenauerallee ",28.03.23 23:25,w,82
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",28.03.23 23:25,w,225
s11,10103 Bahnstraße ,28.03.23 23:25,w,230
s12,"10124 Recklinghausen, Am Stadthafen ",28.03.23 23:25,w,93
s2,20004 Dorsten ,28.03.23 23:25,q,88.4
s5,20012 KA Hamm ,28.03.23 23:25,q,39.1
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",28.03.23 23:25,q,16.1
s1,20001 Fusternberg ,28.03.23 23:30,w,342
s2,20004 Dorsten ,28.03.23 23:30,w,612
s3,28085 Haltern ,28.03.23 23:30,w,293
s4,20008 Lünen ,28.03.23 23:30,w,314
s5,20012 KA Hamm ,28.03.23 23:30,w,343
s6,"10026 Mengede, A45 ",28.03.23 23:30,w,146
s7,10008 Bottrop-Süd ,28.03.23 23:30,w,125
s8,"10101 Bottrop, Essener Straße ",28.03.23 23:30,w,158
s9,"10119 Gelsenkirchen, Adenauerallee ",28.03.23 23:30,w,82
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",28.03.23 23:30,w,225
s11,10103 Bahnstraße ,28.03.23 23:30,w,230
s12,"10124 Recklinghausen, Am Stadthafen ",28.03.23 23:30,w,93
s2,20004 Dorsten ,28.03.23 23:30,q,88.4
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",28.03.23 23:30,q,15.9
s1,20001 Fusternberg ,28.03.23 23:35,w,343
s2,20004 Dorsten ,28.03.23 23:35,w,611
s3,28085 Haltern ,28.03.23 23:35,w,293
s4,20008 Lünen ,28.03.23 23:35,w,313
s5,20012 KA Hamm ,28.03.23 23:35,w,343
s6,"10026 Mengede, A45 ",28.03.23 23:35,w,145
s7,10008 Bottrop-Süd ,28.03.23 23:35,w,125
s8,"10101 Bottrop, Essener Straße ",28.03.23 23:35,w,158
s9,"10119 Gelsenkirchen, Adenauerallee ",28.03.23 23:35,w,82
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",28.03.23 23:35,w,225
s11,10103 Bahnstraße ,28.03.23 23:35,w,230
s12,"10124 Recklinghausen, Am Stadthafen ",28.03.23 23:35,w,93
s2,20004 Dorsten ,28.03.23 23:35,q,88.4
s5,20012 KA Hamm ,28.03.23 23:35,q,39.3
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",28.03.23 23:35,q,16.1
s1,20001 Fusternberg ,28.03.23 23:40,w,343
